interaction,user_id,week,timestamp,topic,question_id,question_topic,difficulty,time_spent_s,avg_time_all_users_s,correct
2859,user_progressive,3,2026-01-19 21:24:41,Statistics,Q50441,Confidence Intervals,3,129.71,141,0
2860,user_progressive,3,2026-01-20 19:23:34,Statistics,Q42953,Confidence Intervals,4,140.37,146,1
2861,user_progressive,3,2026-01-20 22:08:53,Statistics,Q25953,Confidence Intervals,3,244.23,207,1
2862,user_progressive,3,2026-01-21 12:13:00,Statistics,Q37254,Confidence Intervals,3,148.37,123,1
2863,user_progressive,3,2026-01-22 01:48:50,Statistics,Q70352,Confidence Intervals,5,168.21,155,1
2864,user_progressive,3,2026-01-22 06:18:46,Statistics,Q72295,Confidence Intervals,4,148.53,143,0
2865,user_progressive,4,2026-01-22 09:01:41,Statistics,Q33061,Confidence Intervals,4,210.05,191,1
2866,user_progressive,4,2026-01-22 10:59:42,Statistics,Q47680,Confidence Intervals,4,131.12,110,1
2867,user_progressive,4,2026-01-22 21:25:28,Statistics,Q19632,Confidence Intervals,5,156.37,188,0
2868,user_progressive,4,2026-01-23 04:53:52,Statistics,Q38163,Confidence Intervals,5,132.03,139,0
2869,user_progressive,4,2026-01-23 21:44:21,Statistics,Q63776,Confidence Intervals,4,225.76,178,1
2870,user_progressive,4,2026-01-24 02:15:37,Statistics,Q17944,Confidence Intervals,3,264.77,184,0
2871,user_progressive,4,2026-01-25 00:51:59,Statistics,Q98906,Confidence Intervals,4,193.66,203,1
2872,user_progressive,4,2026-01-25 01:24:37,Statistics,Q85239,Confidence Intervals,4,237.59,207,1
2873,user_progressive,4,2026-01-25 01:47:29,Statistics,Q90262,Confidence Intervals,5,74.12,94,1
2874,user_progressive,4,2026-01-25 15:24:29,Statistics,Q60901,Confidence Intervals,4,264.12,177,1
2875,user_progressive,4,2026-01-25 19:55:52,Statistics,Q40822,Confidence Intervals,3,276.52,195,0
2876,user_progressive,4,2026-01-25 21:23:01,Statistics,Q68729,Confidence Intervals,5,113.47,101,0
2877,user_progressive,4,2026-01-26 12:20:45,Statistics,Q93818,Confidence Intervals,4,256.58,187,1
2878,user_progressive,4,2026-01-26 23:59:25,Statistics,Q98689,Confidence Intervals,5,118.61,90,1
2879,user_progressive,4,2026-01-28 03:03:21,Statistics,Q92574,Confidence Intervals,3,201.04,208,1
2880,user_progressive,4,2026-01-28 17:54:46,Statistics,Q55209,Confidence Intervals,4,146.89,154,1
2881,user_progressive,5,2026-01-29 14:39:56,Statistics,Q21148,Confidence Intervals,3,198.05,187,1
2882,user_progressive,5,2026-01-29 15:09:15,Statistics,Q59389,Confidence Intervals,5,181.91,201,1
2883,user_progressive,5,2026-01-30 11:21:47,Statistics,Q32608,Confidence Intervals,4,206.13,207,1
2884,user_progressive,5,2026-01-30 20:00:04,Statistics,Q61798,Confidence Intervals,3,96.54,110,1
2885,user_progressive,5,2026-01-30 22:53:50,Statistics,Q27512,Confidence Intervals,3,162.73,154,0
2886,user_progressive,5,2026-02-01 03:28:05,Statistics,Q34758,Confidence Intervals,4,127.35,95,0
2887,user_progressive,5,2026-02-01 06:57:35,Statistics,Q96687,Confidence Intervals,3,160.17,154,1
2888,user_progressive,5,2026-02-01 08:44:04,Statistics,Q56473,Confidence Intervals,4,106.01,110,1
2889,user_progressive,5,2026-02-01 09:30:31,Statistics,Q21315,Confidence Intervals,5,139.21,176,0
2890,user_progressive,5,2026-02-01 13:23:23,Statistics,Q87330,Confidence Intervals,5,146.79,161,1
2891,user_progressive,5,2026-02-01 23:13:42,Statistics,Q78398,Confidence Intervals,3,120.69,108,1
2892,user_progressive,5,2026-02-02 09:31:28,Statistics,Q92836,Confidence Intervals,4,125.29,127,1
2893,user_progressive,5,2026-02-02 16:58:25,Statistics,Q44324,Confidence Intervals,3,155.33,130,1
2894,user_progressive,5,2026-02-02 17:11:36,Statistics,Q42228,Confidence Intervals,5,93.7,106,1
2895,user_progressive,5,2026-02-03 09:02:47,Statistics,Q33863,Confidence Intervals,3,108.68,109,1
2896,user_progressive,5,2026-02-03 21:02:19,Statistics,Q62339,Confidence Intervals,5,195.13,185,1
2897,user_progressive,6,2026-02-05 09:56:27,Statistics,Q97173,Confidence Intervals,3,188.37,156,0
2898,user_progressive,6,2026-02-05 18:38:26,Statistics,Q96472,Confidence Intervals,5,146.36,97,1
2899,user_progressive,6,2026-02-05 23:01:30,Statistics,Q51413,Confidence Intervals,4,128.42,174,1
2900,user_progressive,6,2026-02-06 13:16:50,Statistics,Q82942,Confidence Intervals,4,270.59,208,1
2901,user_progressive,6,2026-02-06 14:10:05,Statistics,Q89373,Confidence Intervals,5,161.79,194,1
2902,user_progressive,6,2026-02-07 08:12:27,Statistics,Q35081,Confidence Intervals,4,231.44,185,1
2903,user_progressive,6,2026-02-07 17:24:41,Statistics,Q28006,Confidence Intervals,4,149.24,187,1
2904,user_progressive,6,2026-02-08 10:58:25,Statistics,Q30709,Confidence Intervals,5,140.45,202,0
2905,user_progressive,6,2026-02-09 12:03:30,Statistics,Q75715,Confidence Intervals,5,178.42,159,1
2906,user_progressive,6,2026-02-09 13:11:22,Statistics,Q84891,Confidence Intervals,3,159.77,116,0
2907,user_progressive,6,2026-02-10 00:09:29,Statistics,Q82084,Confidence Intervals,4,164.53,119,0
2908,user_progressive,6,2026-02-11 00:26:24,Statistics,Q43074,Confidence Intervals,5,161.2,165,1
2909,user_progressive,6,2026-02-11 06:28:24,Statistics,Q49635,Confidence Intervals,5,235.63,203,1
2910,user_progressive,6,2026-02-11 08:04:23,Statistics,Q39524,Confidence Intervals,4,223.59,155,1
2911,user_progressive,6,2026-02-12 06:45:14,Statistics,Q57375,Confidence Intervals,5,212.71,171,1
2912,user_progressive,6,2026-02-12 06:45:48,Statistics,Q38513,Confidence Intervals,4,267.11,184,1
2913,user_progressive,7,2026-02-12 13:41:10,Statistics,Q66916,Confidence Intervals,4,258.07,204,1
2914,user_progressive,7,2026-02-13 20:26:56,Statistics,Q49714,Confidence Intervals,3,105.44,107,1
2915,user_progressive,7,2026-02-13 23:43:26,Statistics,Q99208,Confidence Intervals,5,153.4,116,1
2916,user_progressive,7,2026-02-14 22:47:47,Statistics,Q15237,Confidence Intervals,4,143.47,156,1
2917,user_progressive,7,2026-02-14 23:19:10,Statistics,Q48257,Confidence Intervals,3,132.38,95,1
2918,user_progressive,7,2026-02-15 03:14:19,Statistics,Q83789,Confidence Intervals,3,179.75,161,1
2919,user_progressive,7,2026-02-15 03:50:22,Statistics,Q46777,Confidence Intervals,4,139.96,153,1
2920,user_progressive,7,2026-02-15 16:41:06,Statistics,Q43408,Confidence Intervals,4,144.75,137,1
2921,user_progressive,7,2026-02-16 00:46:46,Statistics,Q22101,Confidence Intervals,3,220.85,192,0
2922,user_progressive,7,2026-02-16 03:13:04,Statistics,Q11818,Confidence Intervals,4,156.69,124,1
2923,user_progressive,7,2026-02-16 16:57:01,Statistics,Q84678,Confidence Intervals,4,68.2,124,0
2924,user_progressive,7,2026-02-17 06:19:54,Statistics,Q82478,Confidence Intervals,5,128.02,115,0
2925,user_progressive,7,2026-02-17 15:42:55,Statistics,Q40491,Confidence Intervals,4,160.45,158,1
2926,user_progressive,7,2026-02-17 17:51:50,Statistics,Q16564,Confidence Intervals,4,205.28,134,1
2927,user_progressive,7,2026-02-18 03:15:00,Statistics,Q19748,Confidence Intervals,3,131.98,143,1
2928,user_progressive,7,2026-02-18 19:47:29,Statistics,Q22179,Confidence Intervals,5,293.22,204,1
2929,user_progressive,8,2026-02-19 17:26:54,Statistics,Q80148,Confidence Intervals,4,183.59,197,1
2930,user_progressive,8,2026-02-20 02:00:23,Statistics,Q23359,Confidence Intervals,4,111.55,93,1
2931,user_progressive,8,2026-02-20 11:13:42,Statistics,Q35550,Confidence Intervals,4,157.56,147,1
2932,user_progressive,8,2026-02-20 16:22:28,Statistics,Q66322,Confidence Intervals,5,251.81,203,1
2933,user_progressive,8,2026-02-21 15:23:25,Statistics,Q12412,Confidence Intervals,5,139.86,134,0
2934,user_progressive,8,2026-02-21 22:04:00,Statistics,Q38406,Confidence Intervals,3,110.81,106,0
2935,user_progressive,8,2026-02-22 02:34:31,Statistics,Q21751,Confidence Intervals,5,172.03,159,1
2936,user_progressive,8,2026-02-22 15:10:34,Statistics,Q64287,Confidence Intervals,5,181.01,209,1
2937,user_progressive,8,2026-02-24 08:27:57,Statistics,Q49279,Confidence Intervals,5,83.89,91,0
2938,user_progressive,8,2026-02-24 21:34:58,Statistics,Q52360,Confidence Intervals,4,106.84,109,1
2939,user_progressive,8,2026-02-25 08:02:05,Statistics,Q89482,Confidence Intervals,3,220.43,159,1
2940,user_progressive,8,2026-02-25 19:56:28,Statistics,Q70641,Confidence Intervals,3,170.57,177,0
2941,user_progressive,8,2026-02-25 22:29:42,Statistics,Q21881,Confidence Intervals,4,99.51,101,1
2942,user_progressive,8,2026-02-25 22:43:19,Statistics,Q31263,Confidence Intervals,3,95.11,99,0
2943,user_progressive,8,2026-02-26 02:30:16,Statistics,Q50543,Confidence Intervals,3,123.27,125,1
2944,user_progressive,8,2026-02-26 07:10:20,Statistics,Q64948,Confidence Intervals,5,162.19,163,1
2945,user_progressive,9,2026-02-26 09:20:08,Statistics,Q10339,Confidence Intervals,3,156.5,201,0
2946,user_progressive,9,2026-02-26 09:41:37,Statistics,Q62730,Confidence Intervals,3,99.69,140,0
2947,user_progressive,9,2026-02-26 21:37:08,Statistics,Q79940,Confidence Intervals,5,168.21,137,0
2948,user_progressive,9,2026-02-26 23:52:33,Statistics,Q19133,Confidence Intervals,5,178.7,167,1
2949,user_progressive,9,2026-02-28 20:02:42,Statistics,Q80277,Confidence Intervals,4,118.28,131,1
2950,user_progressive,9,2026-03-01 03:07:43,Statistics,Q10851,Confidence Intervals,4,122.94,151,1
2951,user_progressive,9,2026-03-01 09:44:22,Statistics,Q29227,Confidence Intervals,4,78.7,94,1
2952,user_progressive,9,2026-03-01 10:58:33,Statistics,Q45945,Confidence Intervals,5,211,196,1
2953,user_progressive,9,2026-03-01 14:33:47,Statistics,Q15892,Confidence Intervals,4,136.29,169,1
2954,user_progressive,9,2026-03-02 00:22:48,Statistics,Q31278,Confidence Intervals,4,259.39,201,1
2955,user_progressive,9,2026-03-02 14:01:56,Statistics,Q71183,Confidence Intervals,3,150.6,129,1
2956,user_progressive,9,2026-03-02 18:40:51,Statistics,Q47543,Confidence Intervals,3,148.59,188,1
2957,user_progressive,9,2026-03-03 03:07:54,Statistics,Q28653,Confidence Intervals,3,144.97,171,0
2958,user_progressive,9,2026-03-04 20:14:49,Statistics,Q20972,Confidence Intervals,4,120.52,141,1
2959,user_progressive,9,2026-03-05 06:09:00,Statistics,Q25421,Confidence Intervals,5,68.62,93,1
2960,user_progressive,9,2026-03-05 07:48:06,Statistics,Q20224,Confidence Intervals,3,158.28,143,1
2961,user_progressive,10,2026-03-05 15:55:27,Statistics,Q26024,Confidence Intervals,5,143.67,180,0
2962,user_progressive,10,2026-03-05 22:40:35,Statistics,Q22445,Confidence Intervals,3,152.49,184,1
2963,user_progressive,10,2026-03-06 21:13:34,Statistics,Q71138,Confidence Intervals,4,134.62,184,1
2964,user_progressive,10,2026-03-07 03:18:29,Statistics,Q15289,Confidence Intervals,3,231.61,209,1
2965,user_progressive,10,2026-03-07 05:37:13,Statistics,Q43248,Confidence Intervals,4,153.48,122,1
2966,user_progressive,10,2026-03-07 08:51:02,Statistics,Q90390,Confidence Intervals,4,94.31,96,1
2967,user_progressive,10,2026-03-08 14:21:21,Statistics,Q72282,Confidence Intervals,4,166.37,204,1
2968,user_progressive,10,2026-03-08 15:09:30,Statistics,Q17002,Confidence Intervals,5,142.95,157,0
2969,user_progressive,10,2026-03-09 02:56:50,Statistics,Q37607,Confidence Intervals,4,130.25,190,1
2970,user_progressive,10,2026-03-09 08:31:45,Statistics,Q71544,Confidence Intervals,3,125.85,109,1
2971,user_progressive,10,2026-03-09 21:44:28,Statistics,Q69359,Confidence Intervals,3,154.33,142,1
2972,user_progressive,10,2026-03-10 15:23:50,Statistics,Q11763,Confidence Intervals,3,129.86,129,1
2973,user_progressive,10,2026-03-10 18:17:28,Statistics,Q68406,Confidence Intervals,4,81.86,97,1
2974,user_progressive,10,2026-03-10 23:20:49,Statistics,Q33621,Confidence Intervals,3,242.43,194,1
2975,user_progressive,10,2026-03-11 00:00:23,Statistics,Q79049,Confidence Intervals,5,103.07,117,0
2976,user_progressive,10,2026-03-12 00:15:03,Statistics,Q11837,Confidence Intervals,4,184.69,183,1
2977,user_progressive,11,2026-03-12 09:25:03,Statistics,Q72999,Confidence Intervals,5,122.91,121,0
2978,user_progressive,11,2026-03-12 10:25:17,Statistics,Q72243,Confidence Intervals,5,125.13,180,1
2979,user_progressive,11,2026-03-12 14:12:50,Statistics,Q42575,Confidence Intervals,5,198.46,171,1
2980,user_progressive,11,2026-03-12 21:50:43,Statistics,Q69126,Confidence Intervals,4,151.19,152,0
2981,user_progressive,11,2026-03-14 09:55:14,Statistics,Q36078,Confidence Intervals,4,96.95,101,1
2982,user_progressive,11,2026-03-14 10:35:24,Statistics,Q51353,Confidence Intervals,3,130.85,149,1
2983,user_progressive,11,2026-03-14 12:51:37,Statistics,Q23317,Confidence Intervals,4,240.73,197,0
2984,user_progressive,11,2026-03-15 01:45:37,Statistics,Q47473,Confidence Intervals,5,176.49,207,1
2985,user_progressive,11,2026-03-15 07:09:37,Statistics,Q79917,Confidence Intervals,4,93.72,129,0
2986,user_progressive,11,2026-03-15 09:13:22,Statistics,Q16188,Confidence Intervals,4,168.89,151,1
2987,user_progressive,11,2026-03-16 14:06:11,Statistics,Q28240,Confidence Intervals,4,166.29,139,1
2988,user_progressive,11,2026-03-16 15:28:58,Statistics,Q48452,Confidence Intervals,5,112.72,151,1
2989,user_progressive,11,2026-03-17 00:35:41,Statistics,Q28604,Confidence Intervals,4,79.84,118,1
2990,user_progressive,11,2026-03-17 10:12:41,Statistics,Q30295,Confidence Intervals,5,157.89,189,1
2991,user_progressive,11,2026-03-18 15:33:33,Statistics,Q63105,Confidence Intervals,4,158.15,161,1
2992,user_progressive,11,2026-03-19 04:27:13,Statistics,Q52854,Confidence Intervals,4,62.11,90,1
2993,user_progressive,12,2026-03-19 10:21:47,Statistics,Q40903,Confidence Intervals,5,140.76,145,1
2994,user_progressive,12,2026-03-20 01:00:24,Statistics,Q49033,Confidence Intervals,4,96.18,104,1
2995,user_progressive,12,2026-03-20 05:57:33,Statistics,Q32514,Confidence Intervals,4,148.08,176,0
2996,user_progressive,12,2026-03-20 08:58:39,Statistics,Q39173,Confidence Intervals,5,59.95,109,1
2997,user_progressive,12,2026-03-20 12:15:01,Statistics,Q75813,Confidence Intervals,4,142.99,154,1
2998,user_progressive,12,2026-03-20 16:35:45,Statistics,Q60939,Confidence Intervals,3,205.54,187,0
2999,user_progressive,12,2026-03-20 20:13:27,Statistics,Q28951,Confidence Intervals,5,110.46,128,1
3000,user_progressive,12,2026-03-22 14:24:42,Statistics,Q51923,Confidence Intervals,4,142.66,171,1
3001,user_progressive,12,2026-03-23 00:16:15,Statistics,Q43616,Confidence Intervals,5,132.25,145,1
3002,user_progressive,12,2026-03-23 15:42:27,Statistics,Q56234,Confidence Intervals,3,129.63,169,1
3003,user_progressive,12,2026-03-23 18:33:16,Statistics,Q72363,Confidence Intervals,4,184.12,175,1
3004,user_progressive,12,2026-03-24 02:14:40,Statistics,Q48322,Confidence Intervals,5,158.13,176,1
3005,user_progressive,12,2026-03-24 17:17:34,Statistics,Q87942,Confidence Intervals,4,116.98,164,1
3006,user_progressive,12,2026-03-25 03:23:03,Statistics,Q43926,Confidence Intervals,4,143.39,156,1
3007,user_progressive,12,2026-03-25 18:48:48,Statistics,Q23688,Confidence Intervals,3,204.88,169,0
3008,user_progressive,12,2026-03-25 19:38:50,Statistics,Q50241,Confidence Intervals,4,124.62,162,1
3009,user_progressive,13,2026-03-26 17:09:10,Statistics,Q71501,Confidence Intervals,5,126.68,132,1
3010,user_progressive,13,2026-03-26 23:29:18,Statistics,Q36406,Confidence Intervals,3,105.69,115,1
3011,user_progressive,13,2026-03-27 02:29:26,Statistics,Q11373,Confidence Intervals,4,90.73,110,1
3012,user_progressive,13,2026-03-27 08:17:34,Statistics,Q34379,Confidence Intervals,5,94.62,113,1
3013,user_progressive,13,2026-03-28 14:59:35,Statistics,Q57633,Confidence Intervals,5,97.17,92,1
3014,user_progressive,13,2026-03-28 16:06:31,Statistics,Q15199,Confidence Intervals,3,147.69,162,0
3015,user_progressive,13,2026-03-29 17:10:54,Statistics,Q63674,Confidence Intervals,4,106.4,171,1
3016,user_progressive,13,2026-03-30 07:49:26,Statistics,Q77449,Confidence Intervals,4,141.65,163,1
3017,user_progressive,13,2026-03-30 12:14:06,Statistics,Q49896,Confidence Intervals,4,92.89,162,1
3018,user_progressive,13,2026-03-31 13:21:28,Statistics,Q88170,Confidence Intervals,4,164.72,199,0
3019,user_progressive,13,2026-03-31 15:40:51,Statistics,Q60664,Confidence Intervals,5,156.36,142,1
3020,user_progressive,13,2026-04-01 01:53:11,Statistics,Q73796,Confidence Intervals,3,80.52,119,0
3021,user_progressive,13,2026-04-01 10:36:33,Statistics,Q35576,Confidence Intervals,3,85.78,90,0
3022,user_progressive,13,2026-04-01 17:48:27,Statistics,Q34447,Confidence Intervals,3,83.37,114,0
3023,user_progressive,13,2026-04-01 21:16:07,Statistics,Q84598,Confidence Intervals,3,93.7,121,1
3024,user_progressive,13,2026-04-02 06:50:47,Statistics,Q65180,Confidence Intervals,5,154.49,160,1
3025,user_progressive,14,2026-04-02 11:54:24,Statistics,Q15149,Confidence Intervals,4,135.86,209,1
3026,user_progressive,14,2026-04-03 10:07:02,Statistics,Q62209,Confidence Intervals,5,122.36,129,1
3027,user_progressive,14,2026-04-04 04:20:27,Statistics,Q24673,Confidence Intervals,4,136.94,158,1
3028,user_progressive,14,2026-04-04 07:01:49,Statistics,Q54690,Confidence Intervals,3,68.75,125,1
3029,user_progressive,14,2026-04-04 15:51:20,Statistics,Q77067,Confidence Intervals,5,132.79,163,0
3030,user_progressive,14,2026-04-04 17:56:17,Statistics,Q46803,Confidence Intervals,5,170.53,186,0
3031,user_progressive,14,2026-04-05 00:18:52,Statistics,Q69177,Confidence Intervals,5,107.57,138,1
3032,user_progressive,14,2026-04-05 00:32:43,Statistics,Q83497,Confidence Intervals,5,172.71,158,1
3033,user_progressive,14,2026-04-05 08:43:21,Statistics,Q90201,Confidence Intervals,4,119.56,152,0
3034,user_progressive,14,2026-04-05 12:36:12,Statistics,Q84425,Confidence Intervals,4,71.08,95,1
3035,user_progressive,14,2026-04-05 13:44:39,Statistics,Q10709,Confidence Intervals,3,98.18,105,0
3036,user_progressive,14,2026-04-06 18:16:22,Statistics,Q12001,Confidence Intervals,5,110,200,1
3037,user_progressive,14,2026-04-06 21:53:30,Statistics,Q85457,Confidence Intervals,5,107.3,130,1
3038,user_progressive,14,2026-04-07 04:44:57,Statistics,Q59163,Confidence Intervals,4,138.61,184,1
3039,user_progressive,14,2026-04-07 14:22:07,Statistics,Q35472,Confidence Intervals,5,69.83,99,1
3040,user_progressive,14,2026-04-08 13:50:09,Statistics,Q12764,Confidence Intervals,4,125.24,164,1
3041,user_progressive,15,2026-04-09 11:43:21,Statistics,Q20743,Confidence Intervals,5,154.46,161,0
3042,user_progressive,15,2026-04-09 19:47:11,Statistics,Q37622,Confidence Intervals,5,125,147,1
3043,user_progressive,15,2026-04-10 04:35:13,Statistics,Q65188,Confidence Intervals,3,111.65,164,1
3044,user_progressive,15,2026-04-10 06:06:37,Statistics,Q73813,Confidence Intervals,3,148.35,163,1
3045,user_progressive,15,2026-04-10 14:49:43,Statistics,Q72012,Confidence Intervals,4,106.65,100,1
3046,user_progressive,15,2026-04-10 16:43:12,Statistics,Q30510,Confidence Intervals,5,111.83,159,1
3047,user_progressive,15,2026-04-11 04:46:06,Statistics,Q84980,Confidence Intervals,4,114.95,186,1
3048,user_progressive,15,2026-04-12 01:33:10,Statistics,Q51530,Confidence Intervals,3,156.19,152,1
3049,user_progressive,15,2026-04-12 23:10:11,Statistics,Q77812,Confidence Intervals,3,72.92,90,0
3050,user_progressive,15,2026-04-13 11:47:28,Statistics,Q10581,Confidence Intervals,5,120.15,150,1
3051,user_progressive,15,2026-04-14 11:56:21,Statistics,Q69230,Confidence Intervals,4,130.99,144,1
3052,user_progressive,15,2026-04-14 22:58:29,Statistics,Q15204,Confidence Intervals,4,148.39,188,1
3053,user_progressive,15,2026-04-15 00:23:45,Statistics,Q29599,Confidence Intervals,3,168.63,190,1
3054,user_progressive,15,2026-04-16 00:40:31,Statistics,Q31195,Confidence Intervals,3,121.82,155,1
3055,user_progressive,15,2026-04-16 01:18:21,Statistics,Q28934,Confidence Intervals,4,69.31,97,1
3056,user_progressive,15,2026-04-16 01:55:06,Statistics,Q68104,Confidence Intervals,5,99.66,116,0
3057,user_progressive,16,2026-04-16 19:50:58,Statistics,Q95901,Confidence Intervals,4,99.84,135,1
3058,user_progressive,16,2026-04-16 22:57:09,Statistics,Q19797,Confidence Intervals,5,179.86,187,1
3059,user_progressive,16,2026-04-17 00:26:52,Statistics,Q81234,Confidence Intervals,4,114.91,144,0
3060,user_progressive,16,2026-04-17 20:22:56,Statistics,Q37590,Confidence Intervals,4,81.7,107,1
3061,user_progressive,16,2026-04-19 15:14:23,Statistics,Q29940,Confidence Intervals,4,162.1,202,0
3062,user_progressive,16,2026-04-19 17:20:54,Statistics,Q65030,Confidence Intervals,4,67.68,99,1
3063,user_progressive,16,2026-04-19 19:01:41,Statistics,Q47713,Confidence Intervals,5,71.19,112,1
3064,user_progressive,16,2026-04-21 16:03:19,Statistics,Q85116,Confidence Intervals,4,72.02,92,0
3065,user_progressive,16,2026-04-21 16:12:54,Statistics,Q39506,Confidence Intervals,5,146.57,191,1
3066,user_progressive,16,2026-04-22 00:52:48,Statistics,Q49761,Confidence Intervals,4,98.08,110,1
3067,user_progressive,16,2026-04-22 06:26:54,Statistics,Q48913,Confidence Intervals,3,127.5,148,1
3068,user_progressive,16,2026-04-22 13:17:59,Statistics,Q55195,Confidence Intervals,5,156.87,182,1
3069,user_progressive,16,2026-04-22 13:25:21,Statistics,Q74328,Confidence Intervals,4,166.19,174,1
3070,user_progressive,16,2026-04-22 17:10:05,Statistics,Q96543,Confidence Intervals,5,125.31,185,1
3071,user_progressive,16,2026-04-22 19:17:29,Statistics,Q86494,Confidence Intervals,3,102.29,155,1
3072,user_progressive,16,2026-04-23 07:32:16,Statistics,Q62938,Confidence Intervals,5,158.62,175,0
3073,user_progressive,1,2026-01-02 21:29:22,Statistics,Q26664,Continuous Distributions,5,181.18,200,1
3074,user_progressive,1,2026-01-03 02:54:10,Statistics,Q27291,Continuous Distributions,4,174.38,143,0
3075,user_progressive,1,2026-01-03 13:37:52,Statistics,Q88531,Continuous Distributions,4,162.01,139,1
3076,user_progressive,1,2026-01-03 22:01:40,Statistics,Q56303,Continuous Distributions,4,302.45,205,0
3077,user_progressive,1,2026-01-04 06:29:36,Statistics,Q54956,Continuous Distributions,5,134.17,135,0
3078,user_progressive,1,2026-01-04 07:46:02,Statistics,Q66362,Continuous Distributions,4,206.07,178,1
3079,user_progressive,1,2026-01-04 13:25:29,Statistics,Q10685,Continuous Distributions,3,177.73,159,1
3080,user_progressive,1,2026-01-05 22:56:12,Statistics,Q38540,Continuous Distributions,4,224.12,175,0
3081,user_progressive,1,2026-01-06 03:13:17,Statistics,Q26760,Continuous Distributions,4,121.54,97,0
3082,user_progressive,1,2026-01-06 18:05:06,Statistics,Q87095,Continuous Distributions,4,236.8,148,0
3083,user_progressive,1,2026-01-07 03:55:17,Statistics,Q59745,Continuous Distributions,5,106.21,132,0
3084,user_progressive,1,2026-01-07 12:03:15,Statistics,Q93164,Continuous Distributions,5,158.97,156,1
3085,user_progressive,1,2026-01-07 13:34:34,Statistics,Q32778,Continuous Distributions,4,103.27,93,0
3086,user_progressive,1,2026-01-07 17:06:36,Statistics,Q98259,Continuous Distributions,4,177.42,122,1
3087,user_progressive,1,2026-01-08 00:36:04,Statistics,Q76828,Continuous Distributions,5,218.65,184,1
3088,user_progressive,1,2026-01-08 07:28:22,Statistics,Q76755,Continuous Distributions,5,129.3,103,0
3089,user_progressive,2,2026-01-08 09:18:08,Statistics,Q89749,Continuous Distributions,3,163.1,124,0
3090,user_progressive,2,2026-01-08 09:53:52,Statistics,Q32540,Continuous Distributions,3,153.28,136,1
3091,user_progressive,2,2026-01-09 02:43:03,Statistics,Q58474,Continuous Distributions,4,155.1,190,1
3092,user_progressive,2,2026-01-09 03:36:28,Statistics,Q70564,Continuous Distributions,3,235.65,197,1
3093,user_progressive,2,2026-01-09 05:57:43,Statistics,Q63453,Continuous Distributions,4,154.44,111,1
3094,user_progressive,2,2026-01-09 07:59:34,Statistics,Q96505,Continuous Distributions,3,96.04,119,1
3095,user_progressive,2,2026-01-09 22:22:50,Statistics,Q50394,Continuous Distributions,5,143.33,141,1
3096,user_progressive,2,2026-01-11 22:38:08,Statistics,Q96646,Continuous Distributions,5,90.14,99,0
3097,user_progressive,2,2026-01-12 03:24:15,Statistics,Q86538,Continuous Distributions,4,95.89,102,1
3098,user_progressive,2,2026-01-12 03:55:13,Statistics,Q91108,Continuous Distributions,4,124.76,134,1
3099,user_progressive,2,2026-01-12 09:43:15,Statistics,Q53112,Continuous Distributions,5,189.91,179,0
3100,user_progressive,2,2026-01-12 11:54:40,Statistics,Q65565,Continuous Distributions,4,165.46,141,0
3101,user_progressive,2,2026-01-12 17:27:05,Statistics,Q27167,Continuous Distributions,3,212.46,209,0
3102,user_progressive,2,2026-01-13 00:00:18,Statistics,Q88545,Continuous Distributions,4,247.94,205,0
3103,user_progressive,2,2026-01-13 03:56:17,Statistics,Q68013,Continuous Distributions,5,224.45,174,1
3104,user_progressive,2,2026-01-14 20:33:19,Statistics,Q92569,Continuous Distributions,3,214.95,150,0
3105,user_progressive,3,2026-01-16 03:13:13,Statistics,Q77836,Continuous Distributions,5,128.39,111,0
3106,user_progressive,3,2026-01-16 21:58:24,Statistics,Q77401,Continuous Distributions,4,262.11,196,1
3107,user_progressive,3,2026-01-16 23:31:53,Statistics,Q62231,Continuous Distributions,3,131.43,123,0
3108,user_progressive,3,2026-01-17 01:47:40,Statistics,Q38867,Continuous Distributions,3,247.4,205,0
3109,user_progressive,3,2026-01-17 08:25:27,Statistics,Q19338,Continuous Distributions,4,260.39,198,0
3110,user_progressive,3,2026-01-18 08:37:20,Statistics,Q95925,Continuous Distributions,4,125.19,124,1
3111,user_progressive,3,2026-01-18 11:10:19,Statistics,Q95028,Continuous Distributions,4,127.07,118,0
3112,user_progressive,3,2026-01-18 17:52:28,Statistics,Q12234,Continuous Distributions,4,99.82,110,1
3113,user_progressive,3,2026-01-19 03:28:07,Statistics,Q11684,Continuous Distributions,3,85.16,101,0
3114,user_progressive,3,2026-01-20 02:49:03,Statistics,Q71383,Continuous Distributions,3,200.86,170,1
3115,user_progressive,3,2026-01-20 05:22:45,Statistics,Q64123,Continuous Distributions,4,227.4,186,1
3116,user_progressive,3,2026-01-20 14:17:54,Statistics,Q80342,Continuous Distributions,5,132.7,107,1
3117,user_progressive,3,2026-01-20 15:18:05,Statistics,Q91212,Continuous Distributions,5,234.77,184,0
3118,user_progressive,3,2026-01-20 23:27:00,Statistics,Q61258,Continuous Distributions,5,210.94,151,0
3119,user_progressive,3,2026-01-21 05:49:11,Statistics,Q13189,Continuous Distributions,5,206.41,180,1
3120,user_progressive,3,2026-01-21 22:45:46,Statistics,Q19815,Continuous Distributions,3,127.4,109,1
3121,user_progressive,4,2026-01-22 20:23:58,Statistics,Q39857,Continuous Distributions,5,135.88,97,1
